# Merged run metadata for plotting. One row per run.
#run:fill,time,delivered(/fb),recorded(/fb),integrated_recorded(/fb)
402370:11551,03/26/26 21:30:47,0.003515064,0.000814578,289.132928001
402371:11551,03/26/26 21:36:48,0.090336446,0.084288644,289.217216645
402372:11551,03/26/26 22:56:45,0.714440782,0.676861308,289.894077953
402399:11554,03/27/26 14:05:42,0.000427241,0.000000184,289.894078137
402400:11554,03/27/26 14:15:54,0.008378256,0.007284137,289.901362274
402419:11555,03/27/26 16:47:47,0.230729427,0.218052768,290.119415042
402424:11555,03/27/26 20:08:20,0.354621122,0.338132829,290.457547871
402435:11556,03/28/26 02:45:30,0.553710381,0.528031172,290.985579043
402446:11557,03/28/26 12:10:09,0.207056695,0.196001764,291.181580807
402456:11559,03/28/26 18:20:38,0.001534160,0.000247199,291.181828006
402457:11559,03/28/26 18:24:17,0.002533523,0.001069353,291.182897359
402471:11560,03/28/26 22:17:32,0.252151494,0.239424346,291.422321705
402472:11560,03/29/26 01:44:21,0.170834401,0.161963827,291.584285532
402490:11562,03/29/26 08:39:11,0.287776614,0.273487393,291.857772925
402512:11564,03/29/26 17:31:36,0.851917466,0.798180793,292.655953718
402513:11564,03/30/26 04:21:45,0.273178523,0.260075242,292.916028960
402805:11586,04/10/26 17:39:26,0.020816671,0.020258537,292.936287497
402815:11589,04/11/26 02:08:29,0.101296468,0.098674603,293.034962100
402822:11589,04/12/26 08:35:28,0.061478592,0.059832587,293.094794687
403340:11660,04/29/26 22:02:55,0.000021065,0.000017243,293.094811930
403348:11661,04/30/26 02:10:40,0.000108893,0.000101018,293.094912948
403350:11661,04/30/26 05:37:37,0.000011551,0.000010679,293.094923627
403392:11662,04/30/26 12:25:40,0.000172130,0.000164038,293.095087665
403410:11666,04/30/26 23:17:27,0.000412579,0.000396060,293.095483725
403413:11667,05/01/26 05:40:29,0.000088673,0.000082868,293.095566593
403420:11669,05/01/26 08:55:42,0.000124281,0.000117268,293.095683861
403421:11669,05/01/26 10:04:36,0.000181257,0.000175401,293.095859262
403441:11670,05/01/26 16:57:54,0.048838348,0.046002897,293.141862159
403442:11670,05/01/26 17:40:33,0.019888669,0.018308410,293.160170569
403443:11670,05/01/26 17:58:54,0.010426664,0.008987370,293.169157939
403449:11671,05/01/26 21:56:38,0.044843043,0.042681650,293.211839589
403451:11671,05/01/26 22:49:00,0.093963359,0.088925548,293.300765137
403457:11671,05/02/26 00:39:27,0.160372971,0.151086838,293.451851975
403461:11672,05/02/26 04:43:10,1.030016604,0.987470883,294.439322858
403489:11674,05/02/26 22:48:58,0.266820386,0.254005922,294.693328780
403493:11675,05/03/26 04:58:01,1.060066906,1.010790121,295.704118901
