# Merged run metadata for plotting. One row per run.
#run:fill,time,delivered(/fb),recorded(/fb),integrated_recorded(/fb)
383834:9947,07/30/24 12:49:56,0.211337941,0.195640061,115.465568295
383854:9951,07/30/24 20:32:22,0.500351555,0.458209799,115.923778094
383855:9951,07/31/24 03:37:50,0.316077142,0.298321324,116.222099418
383900:9960,07/31/24 15:53:42,0.007608002,0.007254339,116.229353757
383907:9962,08/01/24 01:35:28,0.291844995,0.263918743,116.493272500
383908:9962,08/01/24 05:40:03,0.007796309,0.006825118,116.500097618
383948:9967,08/01/24 21:31:59,0.362324613,0.331404131,116.831501749
383949:9967,08/02/24 03:17:58,0.384625853,0.363972113,117.195473862
383996:9969,08/02/24 14:25:58,0.908997112,0.859871549,118.055345411
384014:9970,08/03/24 07:49:48,0.168047477,0.157862884,118.213208295
384029:9971,08/03/24 12:39:06,0.199430494,0.186765612,118.399973907
384052:9973,08/04/24 01:26:33,0.892791662,0.838457765,119.238431672
384069:9974,08/04/24 17:15:47,0.550207803,0.512749464,119.751181136
384070:9974,08/05/24 01:14:33,0.252832404,0.239685194,119.990866330
384124:9978,08/05/24 19:07:55,0.022908399,0.020280980,120.011147310
384126:9978,08/05/24 19:39:34,0.009409751,0.006196515,120.017343825
384127:9978,08/05/24 19:50:44,0.007085763,0.006211409,120.023555234
384128:9978,08/05/24 20:00:38,0.723393946,0.679108523,120.702663757
384187:9982,08/06/24 20:53:18,0.163188710,0.152179666,120.854843423
384188:9982,08/06/24 23:24:44,0.120536571,0.112482916,120.967326339
384202:9983,08/07/24 12:18:48,0.778186901,0.732694640,121.700020979
384203:9983,08/07/24 23:45:17,0.002684476,0.002246752,121.702267731
384204:9983,08/07/24 23:51:26,0.066519432,0.063085385,121.765353116
384209:9984,08/08/24 07:07:55,0.361196376,0.335666138,122.101019254
384238:9986,08/08/24 17:13:57,0.223414117,0.208468324,122.309487578
384239:9986,08/08/24 20:45:15,0.564535287,0.533833280,122.843320858
384244:9986,08/09/24 06:26:50,0.041740360,0.040442152,122.883763010
384264:9987,08/09/24 11:29:13,0.395956371,0.368494322,123.252257332
384265:9987,08/09/24 17:49:26,0.187858205,0.175941561,123.428198893
384290:9989,08/10/24 20:15:12,0.049337777,0.045198273,123.473397166
384291:9989,08/10/24 21:33:54,0.594486207,0.559624546,124.033021712
384318:9992,08/11/24 12:35:40,0.006793383,0.006442002,124.039463714
384322:9994,08/11/24 18:20:51,0.319504872,0.296796115,124.336259829
384323:9994,08/11/24 22:57:34,0.203763294,0.190735480,124.526995309
384331:9995,08/12/24 03:58:07,0.268257157,0.249340040,124.776335349
384332:9995,08/12/24 07:49:44,0.249906901,0.232187507,125.008522856
384377:9996,08/12/24 18:27:38,0.176983274,0.163017624,125.171540480
384378:9996,08/12/24 21:06:29,0.079248645,0.072147741,125.243688221
384380:9996,08/12/24 22:50:43,0.012801734,0.011659190,125.255347411
384382:9996,08/12/24 23:17:40,0.075090348,0.069747860,125.325095271
384383:9996,08/13/24 01:10:37,0.346974026,0.327429810,125.652525081
384406:10000,08/13/24 14:20:29,0.272459432,0.254749393,125.907274474
384413:10001,08/13/24 20:26:14,0.835884630,0.785078625,126.692353099
384446:10002,08/14/24 12:08:34,0.112836092,0.104970033,126.797323132
384464:10004,08/14/24 18:47:13,0.106510712,0.099574353,126.896897485
384468:10005,08/14/24 23:38:21,0.822992275,0.764671798,127.661569283
384485:10006,08/15/24 14:45:03,0.030850034,0.028696714,127.690265997
384486:10006,08/15/24 15:25:50,0.016056053,0.014403081,127.704669078
384487:10006,08/15/24 15:42:19,0.014189140,0.012818247,127.717487325
384489:10006,08/15/24 16:02:32,0.013695729,0.012130313,127.729617638
384490:10006,08/15/24 16:17:13,0.014621219,0.013151201,127.742768839
384491:10006,08/15/24 16:32:41,0.014607448,0.013352745,127.756121584
384492:10006,08/15/24 16:48:32,0.541315127,0.506615246,128.262736830
384565:10010,08/16/24 21:29:08,0.713077327,0.658995394,128.921732224
384579:10012,08/17/24 11:16:57,0.156761321,0.141248711,129.062980935
384591:10013,08/17/24 17:20:39,0.058931782,0.055106482,129.118087417
384593:10013,08/17/24 18:32:49,0.064809940,0.059915844,129.178003261
384610:10014,08/17/24 22:43:48,0.148826978,0.141522786,129.319526047
384614:10016,08/18/24 05:44:59,0.578464648,0.537135577,129.856661624
384638:10017,08/18/24 17:19:49,0.242345063,0.215016435,130.071678059
384644:10017,08/18/24 21:25:07,0.464144358,0.422844908,130.494522967
384933:10049,08/23/24 19:17:08,0.282588646,0.264917993,130.759440960
384934:10049,08/23/24 23:22:15,0.001838375,0.001653911,130.761094871
384935:10049,08/23/24 23:30:44,0.535944923,0.513185231,131.274280102
384950:10050,08/24/24 09:59:15,0.072875743,0.068030752,131.342310854
384951:10050,08/24/24 11:11:49,0.454352109,0.427961066,131.770271920
384963:10052,08/24/24 21:20:42,0.913905048,0.865085020,132.635356940
384981:10056,08/25/24 14:30:56,0.909737966,0.861979536,133.497336476
385012:10059,08/26/24 14:29:58,0.119112340,0.110952990,133.608289466
385016:10061,08/26/24 19:27:38,0.358773042,0.335244622,133.943534088
385094:10066,08/28/24 20:30:28,0.439935432,0.414204485,134.357738573
385100:10068,08/29/24 06:12:48,0.003017832,0.002818485,134.360557058
385127:10069,08/29/24 11:21:07,0.870214744,0.825127770,135.185684828
385134:10070,08/30/24 02:46:58,0.134076405,0.126146800,135.311831628
385142:10072,08/30/24 07:48:37,0.830723177,0.784410647,136.096242275
385152:10073,08/31/24 00:23:41,0.533940515,0.498883602,136.595125877
385153:10073,08/31/24 07:59:36,0.324773317,0.309915146,136.905041023
385168:10074,08/31/24 17:44:44,0.884229647,0.836420947,137.741461970
385178:10075,09/01/24 09:25:43,0.067686731,0.060998303,137.802460273
385194:10077,09/01/24 18:18:28,0.493644955,0.460024547,138.262484820
385260:10082,09/03/24 09:38:15,0.193764904,0.180173287,138.442658107
385281:10084,09/03/24 18:30:31,0.585006716,0.550001960,138.992660067
385284:10084,09/04/24 04:04:19,0.052594514,0.050171150,139.042831217
385285:10084,09/04/24 05:07:39,0.095794361,0.092408306,139.135239523
385286:10084,09/04/24 07:10:58,0.346870392,0.337701513,139.472941036
385311:10086,09/04/24 20:10:28,0.038387977,0.032396428,139.505337464
385312:10086,09/04/24 20:55:00,0.203847752,0.190825719,139.696163183
385324:10087,09/05/24 04:16:47,0.635895824,0.597089441,140.293252624
385354:10090,09/05/24 23:32:09,0.367241673,0.344885175,140.638137799
385355:10090,09/06/24 04:45:28,0.382813461,0.360935115,140.999072914
385383:10091,09/06/24 14:25:32,0.160816130,0.150841525,141.149914439
385386:10091,09/06/24 17:28:58,0.004717060,0.004230266,141.154144705
385387:10091,09/06/24 17:42:59,0.172846460,0.161871978,141.316016683
385390:10092,09/06/24 22:13:08,0.754229849,0.708100722,142.024117405
385391:10092,09/07/24 08:58:33,0.179206411,0.172423822,142.196541227
385408:10093,09/07/24 16:43:27,0.183934526,0.173547933,142.370089160
385415:10094,09/07/24 21:29:08,0.230967211,0.217383905,142.587473065
385422:10095,09/08/24 04:08:23,0.516520494,0.480462499,143.067935564
385423:10095,09/08/24 11:26:06,0.177340303,0.166468928,143.234404492
385424:10095,09/08/24 14:01:18,0.191095355,0.181305229,143.415709721
385437:10096,09/08/24 20:29:56,0.359461229,0.335288472,143.750998193
385443:10097,09/09/24 03:51:29,0.713802731,0.670238231,144.421236424
385444:10097,09/09/24 14:11:45,0.056760259,0.054311750,144.475548174
385447:10097,09/09/24 15:16:47,0.058984982,0.056786555,144.532334729
385474:10098,09/09/24 19:24:24,0.165132080,0.153196719,144.685531448
385478:10099,09/10/24 02:09:42,0.295786591,0.268441753,144.953973201
385480:10099,09/10/24 06:27:18,0.002355144,0.000154913,144.954128114
385481:10099,09/10/24 06:33:02,0.049101868,0.044587971,144.998716085
385483:10099,09/10/24 07:19:45,0.010415418,0.009101075,145.007817160
385484:10099,09/10/24 07:31:07,0.008937838,0.007831889,145.015649049
385511:10100,09/10/24 12:07:41,0.039375273,0.036618975,145.052268024
385512:10100,09/10/24 12:50:54,0.010876717,0.009213152,145.061481176
385513:10100,09/10/24 13:03:21,0.009449110,0.008170807,145.069651983
385514:10100,09/10/24 13:14:48,0.012370642,0.010305128,145.079957111
385515:10100,09/10/24 13:30:08,0.675917886,0.628808757,145.708765868
385567:10104,09/11/24 12:50:43,0.109404678,0.103255739,145.812021607
385568:10104,09/11/24 14:48:38,0.120329135,0.112736010,145.924757617
385589:10105,09/11/24 22:31:01,0.090243918,0.084658441,146.009416058
385591:10105,09/11/24 23:58:40,0.008004267,0.004839284,146.014255342
385592:10105,09/12/24 00:06:54,0.008501196,0.005437117,146.019692459
385604:10105,09/12/24 01:44:45,0.502764385,0.474411797,146.494104256
385606:10105,09/12/24 08:53:24,0.214662818,0.206275476,146.700379732
385618:10107,09/12/24 15:36:37,0.066919573,0.060904021,146.761283753
385619:10107,09/12/24 16:43:37,0.046403078,0.042138604,146.803422357
385620:10107,09/12/24 17:24:53,0.773838758,0.732084400,147.535506757
385697:10109,09/13/24 16:26:05,0.006369843,0.005924434,147.541431191
385712:10112,09/13/24 22:09:19,0.214713049,0.201450535,147.742881726
385713:10112,09/14/24 01:23:03,0.289158668,0.271404388,148.014286114
385727:10115,09/14/24 07:48:40,0.236440859,0.221810699,148.236096813
385728:10115,09/14/24 11:19:03,0.519596877,0.485584533,148.721681346
385738:10116,09/14/24 22:12:14,0.794470872,0.740663785,149.462345131
385739:10116,09/15/24 09:18:38,0.142447604,0.137202381,149.599547512
385754:10117,09/15/24 14:03:08,0.037832171,0.035059018,149.634606530
385764:10118,09/15/24 16:42:49,0.953152756,0.894213634,150.528820164
385799:10119,09/16/24 09:38:00,0.001947297,0.001739081,150.530559245
385801:10119,09/16/24 09:48:04,0.045739732,0.042701780,150.573261025
385836:10122,09/16/24 18:09:49,0.055084961,0.051838928,150.625099953
385842:10122,09/16/24 20:25:56,0.820106395,0.775502422,151.400602375
385863:10123,09/17/24 11:30:08,0.003415166,0.003182061,151.403784436
385882:10125,09/17/24 16:05:07,0.040211168,0.037882408,151.441666844
385887:10125,09/17/24 17:28:59,0.000956552,0.000670514,151.442337358
385888:10125,09/17/24 17:32:38,0.079325788,0.074568446,151.516905804
385889:10125,09/17/24 19:03:22,0.704342270,0.662574877,152.179480681
385908:10126,09/18/24 07:53:51,0.396898664,0.371624906,152.551105587
385915:10126,09/18/24 13:31:00,0.291410677,0.271180004,152.822285591
385933:10127,09/18/24 20:18:21,0.070899865,0.066001787,152.888287378
385934:10127,09/18/24 21:29:03,0.572844968,0.535336636,153.423624014
385986:10130,09/19/24 22:32:34,0.880589850,0.822547044,154.246171058
386006:10132,09/20/24 16:00:56,0.006286953,0.005508777,154.251679835
386008:10132,09/20/24 16:13:06,0.022563252,0.018711409,154.270391244
386010:10132,09/20/24 16:39:00,0.261140844,0.241988977,154.512380221
386025:10134,09/21/24 03:26:38,0.838099811,0.786410766,155.298790987
386279:10139,09/25/24 19:45:30,0.090608984,0.085630688,155.384421675
386285:10141,09/26/24 05:07:10,0.088821029,0.077891053,155.462312728
386308:10142,09/26/24 10:25:39,0.060664512,0.057026501,155.519339229
386313:10143,09/26/24 13:48:04,0.032404883,0.030763649,155.550102878
386319:10144,09/26/24 16:26:23,0.321985863,0.304880021,155.854982899
386478:10189,10/02/24 05:25:34,0.177307836,0.169060565,156.024043464
386505:10190,10/02/24 16:45:21,0.119552284,0.113142112,156.137185576
386509:10190,10/02/24 18:48:15,0.471636609,0.444940885,156.582126461
386553:10197,10/03/24 15:18:13,0.406073500,0.379080452,156.961206913
386554:10197,10/03/24 20:54:36,0.432720617,0.412413916,157.373620829
386592:10199,10/04/24 12:52:01,0.042547743,0.038168853,157.411789682
386593:10199,10/04/24 15:46:38,0.317787026,0.298663817,157.710453499
386594:10199,10/04/24 20:20:35,0.153090520,0.142146215,157.852599714
386604:10200,10/05/24 08:06:58,0.895787390,0.839470297,158.692070011
386605:10200,10/05/24 21:08:51,0.046244965,0.044711541,158.736781552
386614:10201,10/06/24 00:32:57,0.357070809,0.331437857,159.068219409
386615:10201,10/06/24 05:27:39,0.018022474,0.015984860,159.084204269
386616:10201,10/06/24 05:44:36,0.062064131,0.057227736,159.141432005
386617:10201,10/06/24 06:57:39,0.006849088,0.006137266,159.147569271
386618:10201,10/06/24 07:04:34,0.395405291,0.376681761,159.524251032
386629:10202,10/06/24 15:27:34,0.019895362,0.018559629,159.542810661
386630:10202,10/06/24 15:54:10,0.012779570,0.011608964,159.554419625
386640:10204,10/06/24 20:23:38,0.555599821,0.515849448,160.070269073
386642:10204,10/07/24 03:59:03,0.287822508,0.272393747,160.342662820
386661:10206,10/07/24 11:24:15,0.205469221,0.184320143,160.526982963
386668:10207,10/07/24 16:23:23,0.159575259,0.146234707,160.673217670
386672:10208,10/07/24 21:18:35,0.053657424,0.048535323,160.721752993
386673:10208,10/07/24 22:10:35,0.484532316,0.451952726,161.173705719
386679:10209,10/08/24 07:20:42,0.164939414,0.150953515,161.324659234
386693:10210,10/08/24 12:02:10,0.052288413,0.048488196,161.373147430
386694:10210,10/08/24 13:09:16,0.632082763,0.589415301,161.962562731
386702:10211,10/08/24 23:56:26,0.097274006,0.089946919,162.052509650
386703:10211,10/09/24 01:23:07,0.236870116,0.219819699,162.272329349
386704:10211,10/09/24 05:35:06,0.430376530,0.405837669,162.678167018
386705:10211,10/09/24 12:42:44,0.040804124,0.039047361,162.717214379
386764:10214,10/10/24 06:50:06,0.041368285,0.038799821,162.756014200
386795:10215,10/10/24 14:28:43,0.034444416,0.031951638,162.787965838
386801:10216,10/10/24 18:07:18,0.029899542,0.027152562,162.815118400
386814:10216,10/10/24 20:18:57,0.121924589,0.113816232,162.928934632
386851:10218,10/12/24 00:34:13,0.180385972,0.166200066,163.095134698
386852:10218,10/12/24 03:12:23,0.237535614,0.220571265,163.315705963
386853:10218,10/12/24 06:53:56,0.020512859,0.019249623,163.334955586
386854:10218,10/12/24 07:12:26,0.248046353,0.233102235,163.568057821
386863:10219,10/12/24 13:24:38,0.220018643,0.204703467,163.772761288
386864:10219,10/12/24 16:34:00,0.656473796,0.613288731,164.386050019
386872:10222,10/13/24 09:29:30,0.074273735,0.069331898,164.455381917
386873:10222,10/13/24 10:39:03,0.162098703,0.150748664,164.606130581
386885:10223,10/13/24 19:45:43,0.650844589,0.602317337,165.208447918
386917:10225,10/14/24 19:44:49,0.260550600,0.241078886,165.449526804
386924:10226,10/15/24 03:42:42,0.817072247,0.756947314,166.206474118
386925:10226,10/15/24 15:21:33,0.058402181,0.056197455,166.262671573
386945:10230,10/15/24 23:13:33,0.389133673,0.358957759,166.621629332
386951:10232,10/16/24 06:45:06,0.312982569,0.291935880,166.913565212
391668:10590,05/05/25 15:46:48,0.000001072,0.000001058,166.913566270
391688:10590,05/05/25 23:19:31,0.000148399,0.000146331,166.913712601
391698:10591,05/06/25 01:51:41,0.000196208,0.000191377,166.913903978
391699:10591,05/06/25 02:48:49,0.001391043,0.001358544,166.915262522
391700:10591,05/06/25 08:39:07,0.000296147,0.000288967,166.915551489
391825:10606,05/09/25 02:35:58,0.000235459,0.000230199,166.915781688
391826:10606,05/09/25 06:39:59,0.000396333,0.000385460,166.916167148
391869:10611,05/10/25 06:30:08,0.000573148,0.000521576,166.916688724
391870:10611,05/10/25 07:03:27,0.000163159,0.000127475,166.916816199
391871:10611,05/10/25 07:11:15,0.000392400,0.000378834,166.917195033
391873:10611,05/10/25 07:26:06,0.000355347,0.000333826,166.917528859
391874:10611,05/10/25 07:39:36,0.005613541,0.005281706,166.922810565
391884:10611,05/10/25 10:27:44,0.002777283,0.002705008,166.925515573
391906:10612,05/10/25 16:16:39,0.000799206,0.000757695,166.926273268
391909:10612,05/10/25 19:09:42,0.004561516,0.004267011,166.930540279
391910:10612,05/10/25 21:16:25,0.010363530,0.010075781,166.940616060
391912:10612,05/11/25 02:14:32,0.003937092,0.003845524,166.944461584
392030:10623,05/13/25 17:53:03,0.000542576,0.000473014,166.944934598
392046:10623,05/13/25 20:24:40,0.013654110,0.013066936,166.958001534
392052:10623,05/13/25 21:29:51,0.023453196,0.022538855,166.980540389
392067:10623,05/13/25 23:14:50,0.008929113,0.008581633,166.989122022
392071:10623,05/13/25 23:56:34,0.053761407,0.051993458,167.041115480
392109:10628,05/15/25 00:44:23,0.042761395,0.040681256,167.081796736
392112:10629,05/15/25 06:13:55,0.089576208,0.085265107,167.167061843
392293:10645,05/19/25 15:23:02,0.000320391,0.000160821,167.167222664
392294:10645,05/19/25 15:26:08,0.003260399,0.003180935,167.170403599
392295:10645,05/19/25 15:41:39,0.170565682,0.165432625,167.335836224
392296:10645,05/19/25 20:28:13,0.200574737,0.193990821,167.529827045
392301:10647,05/20/25 04:53:42,0.052381283,0.050549954,167.580376999
392358:10649,05/20/25 17:45:01,0.051602103,0.047723767,167.628100766
392359:10649,05/20/25 18:52:47,0.015233355,0.012697617,167.640798383
392360:10649,05/20/25 19:11:33,0.086563792,0.079646225,167.720444608
392361:10649,05/20/25 20:40:01,0.097932865,0.092187208,167.812631816
392362:10649,05/20/25 22:57:05,0.001166212,0.001123151,167.813754967
392363:10649,05/20/25 23:10:20,0.318254237,0.306731749,168.120486716
392382:10650,05/21/25 08:38:56,0.023445004,0.022787363,168.143274079
392431:10653,05/22/25 13:34:21,0.059520669,0.054427788,168.197701867
392432:10653,05/22/25 14:51:02,0.028608327,0.027219580,168.224921447
392440:10656,05/23/25 00:45:51,0.087933088,0.083841780,168.308763227
392441:10656,05/23/25 02:32:44,0.186241296,0.178486581,168.487249808
392442:10656,05/23/25 05:41:32,0.290120365,0.278750956,168.766000764
392473:10659,05/23/25 19:47:50,0.038201975,0.034643920,168.800644684
392476:10659,05/23/25 20:40:29,0.048425461,0.045381522,168.846026206
392477:10659,05/23/25 21:22:12,0.360435057,0.344466462,169.190492668
392517:10663,05/24/25 13:27:52,0.010872818,0.010482484,169.200975152
392524:10665,05/24/25 20:46:50,0.170881248,0.162569838,169.363544990
392526:10665,05/24/25 23:26:57,0.652763537,0.629233987,169.992778977
392538:10666,05/25/25 12:20:12,0.246631296,0.236873375,170.229652352
392540:10666,05/25/25 16:04:21,0.006774806,0.005861356,170.235513708
392541:10666,05/25/25 16:14:54,0.001900562,0.001488136,170.237001844
392542:10666,05/25/25 16:20:06,0.698127027,0.671619640,170.908621484
392633:10670,05/27/25 17:36:04,0.020353870,0.019485845,170.928107329
392634:10670,05/27/25 18:43:41,0.027799132,0.026364331,170.954471660
392635:10670,05/27/25 19:48:37,0.009072789,0.008596987,170.963068647
392642:10671,05/27/25 22:31:10,0.839864608,0.802777097,171.765845744
392668:10672,05/28/25 13:38:48,0.034552215,0.031126523,171.796972267
392669:10672,05/28/25 14:16:29,0.879952340,0.841941907,172.638914174
392672:10673,05/29/25 05:38:51,0.786857096,0.747655034,173.386569208
392676:10673,05/29/25 17:42:49,0.036870354,0.035636125,173.422205333
392700:10674,05/29/25 21:24:49,0.133967372,0.126517118,173.548722451
392705:10674,05/30/25 00:43:36,0.217841312,0.205131893,173.753854344
392710:10675,05/30/25 07:52:13,0.783557104,0.748251774,174.502106118
392732:10676,05/30/25 22:30:28,0.472082246,0.445918620,174.948024738
392733:10676,05/31/25 04:46:15,0.566623238,0.542459484,175.490484222
392751:10677,05/31/25 15:38:38,0.154540735,0.147498619,175.637982841
392787:10678,06/01/25 12:14:00,0.079411529,0.075373388,175.713356229
392925:10683,06/02/25 23:45:42,0.866914185,0.826403940,176.539760169
392959:10685,06/03/25 18:21:52,0.896206501,0.857697813,177.397457982
392991:10689,06/04/25 11:54:24,0.681086203,0.650899845,178.048357827
392993:10689,06/04/25 21:15:12,0.250821685,0.241783910,178.290141737
392997:10690,06/05/25 04:02:21,0.881237473,0.843260845,179.133402582
393015:10691,06/05/25 18:35:10,0.401832767,0.383112213,179.516514795
393071:10696,06/07/25 04:29:32,0.104458178,0.099795152,179.616309947
393085:10697,06/07/25 08:28:40,0.058861129,0.055353489,179.671663436
393086:10697,06/07/25 09:27:19,0.008489781,0.007023832,179.678687268
393087:10697,06/07/25 09:35:56,0.768466336,0.734004640,180.412691908
393111:10701,06/07/25 23:44:51,0.935821314,0.892759764,181.305451672
393125:10702,06/08/25 15:32:02,0.172430545,0.162967773,181.468419445
393128:10702,06/08/25 17:57:22,0.006494273,0.002069428,181.470488873
393129:10702,06/08/25 18:05:09,0.128612569,0.122545906,181.593034779
393147:10704,06/09/25 02:01:36,0.462307498,0.436806648,182.029841427
393168:10705,06/09/25 10:33:47,0.111916391,0.105631590,182.135473017
393169:10705,06/09/25 12:33:07,0.209849772,0.195636458,182.331109475
393171:10705,06/09/25 15:26:09,0.064135171,0.059752173,182.390861648
393240:10709,06/11/25 04:31:25,1.409323695,1.354500655,183.745362303
393273:10713,06/13/25 03:36:18,0.218478672,0.205238763,183.950601066
393274:10713,06/13/25 07:07:13,0.016492124,0.012799605,183.963400671
393275:10713,06/13/25 07:22:29,0.035560782,0.032051845,183.995452516
393276:10713,06/13/25 07:52:34,0.404236652,0.385109462,184.380561978
393331:10717,06/13/25 23:27:06,0.807186360,0.765707437,185.146269415
393346:10718,06/14/25 13:45:16,0.488288625,0.462707715,185.608977130
393347:10718,06/14/25 20:13:40,0.136527020,0.129586984,185.738564114
393376:10721,06/15/25 18:53:09,0.585729333,0.555698682,186.294262796
393377:10721,06/16/25 02:44:17,0.149606170,0.141889722,186.436152518
393378:10721,06/16/25 04:48:37,0.269673779,0.259419753,186.695572271
393445:10731,06/17/25 12:54:39,0.201940162,0.190718216,186.886290487
393446:10731,06/17/25 15:46:03,0.000494203,0.000239390,186.886529877
393447:10731,06/17/25 15:48:40,0.018496186,0.016779810,186.903309687
393448:10731,06/17/25 16:07:15,0.773181707,0.731049044,187.634358731
393461:10732,06/18/25 07:46:35,1.148451533,1.094830569,188.729189300
394637:10845,07/17/25 00:29:27,0.013164770,0.013100111,188.742289411
394663:10848,07/17/25 14:15:10,0.001766344,0.001714680,188.744004091
394673:10850,07/17/25 20:54:49,0.106528164,0.102713375,188.846717466
394677:10852,07/18/25 08:14:41,0.367101774,0.354288449,189.201005915
394678:10852,07/18/25 18:58:16,0.008060153,0.007697827,189.208703742
394702:10854,07/18/25 22:46:47,0.102187381,0.097478203,189.306181945
394725:10855,07/19/25 04:52:57,0.003992386,0.003335531,189.309517476
394726:10855,07/19/25 05:01:51,0.005879388,0.005117649,189.314635125
394727:10855,07/19/25 05:11:50,0.249750748,0.241235935,189.555871060
394753:10857,07/19/25 16:01:44,0.488008528,0.458888753,190.014759813
394754:10857,07/19/25 22:48:44,0.552978191,0.529487984,190.544247797
394776:10859,07/20/25 12:14:35,0.642981065,0.612706479,191.156954276
394789:10862,07/21/25 02:13:23,0.946596746,0.896038073,192.052992349
394816:10865,07/21/25 19:42:05,0.000642163,0.000239202,192.053231551
394818:10865,07/21/25 19:47:22,0.000463832,0.000249489,192.053481040
394819:10865,07/21/25 19:51:53,0.005554848,0.003110103,192.056591143
394820:10865,07/21/25 20:00:15,0.304723336,0.288020998,192.344612141
394860:10866,07/22/25 03:13:44,0.265577575,0.251052765,192.595664906
394861:10866,07/22/25 07:00:58,0.460702093,0.436067876,193.031732782
394862:10866,07/22/25 13:23:32,0.127611173,0.120635566,193.152368348
394886:10868,07/22/25 19:38:34,0.725875337,0.686403469,193.838771817
394959:10871,07/23/25 15:22:45,0.926344311,0.872492374,194.711264191
394986:10874,07/24/25 11:06:54,0.153397921,0.136815323,194.848079514
394987:10874,07/24/25 13:17:01,0.816608848,0.772167971,195.620247485
394991:10875,07/25/25 03:07:03,0.146401020,0.136614757,195.756862242
394992:10875,07/25/25 05:21:42,0.111308185,0.103646064,195.860508306
394993:10875,07/25/25 08:00:23,0.307983804,0.290934364,196.151442670
394995:10875,07/25/25 12:21:28,0.239254102,0.226731706,196.378174376
395012:10876,07/25/25 18:33:26,0.177715609,0.165940905,196.544115281
395013:10876,07/25/25 21:04:02,0.001445051,0.000261541,196.544376822
395014:10876,07/25/25 21:15:53,0.046893698,0.043016063,196.587392885
395031:10878,07/26/25 01:20:17,0.212350526,0.196556928,196.783949813
395032:10878,07/26/25 04:16:55,0.144650971,0.137824059,196.921773872
395040:10878,07/26/25 06:43:27,0.058837079,0.049016430,196.970790302
395041:10878,07/26/25 07:33:34,0.047326868,0.042156723,197.012947025
395042:10878,07/26/25 08:15:28,0.035645555,0.033263472,197.046210497
395098:10883,07/27/25 16:26:26,0.139903486,0.127025065,197.173235562
395106:10884,07/28/25 04:36:09,0.243934763,0.226829306,197.400064868
395108:10884,07/28/25 08:00:56,0.151935342,0.143943865,197.544008733
395147:10886,07/28/25 16:40:52,0.007869286,0.005643923,197.549652656
395148:10886,07/28/25 16:53:31,0.470423134,0.439090789,197.988743445
395149:10886,07/28/25 23:17:09,0.465185638,0.437920903,198.426664348
395172:10887,07/29/25 09:59:16,0.278687539,0.261873912,198.688538260
395186:10887,07/29/25 13:59:49,0.529932548,0.493306674,199.181844934
395189:10887,07/29/25 22:08:33,0.040869848,0.039117109,199.220962043
395237:10895,07/30/25 11:41:03,0.284161202,0.263877691,199.484839734
395239:10895,07/30/25 15:40:32,0.005038715,0.004420002,199.489259736
395342:10904,08/01/25 22:56:07,0.050723898,0.048193987,199.537453723
395345:10905,08/02/25 02:19:25,0.948130269,0.898153076,200.435606799
395358:10906,08/02/25 18:02:56,0.206337529,0.196720956,200.632327755
395366:10907,08/02/25 22:55:25,0.094350678,0.089792428,200.722120183
395368:10907,08/03/25 00:25:39,0.128602708,0.121140730,200.843260913
395369:10907,08/03/25 02:10:21,0.224807776,0.211542855,201.054803768
395371:10907,08/03/25 06:36:42,0.197456633,0.182654748,201.237458516
395372:10907,08/03/25 09:21:52,0.001365258,0.000252654,201.237711170
395373:10907,08/03/25 09:25:42,0.203215813,0.194537911,201.432249081
395392:10908,08/03/25 15:09:43,0.929120227,0.878506518,202.310755599
395424:10911,08/04/25 14:31:14,0.014633258,0.012570745,202.323326344
395425:10911,08/04/25 14:54:53,0.002973268,0.001631782,202.324958126
395426:10911,08/04/25 15:00:40,0.005468512,0.003134156,202.328092282
395431:10911,08/04/25 15:32:47,0.044150996,0.041326646,202.369418928
395444:10913,08/04/25 18:56:55,0.454150139,0.429617848,202.799036776
395445:10913,08/05/25 00:56:34,0.563466273,0.536006254,203.335043030
395465:10915,08/05/25 11:52:19,0.089947968,0.084494242,203.419537272
395497:10919,08/05/25 19:29:26,0.208269180,0.196644443,203.616181715
395505:10920,08/06/25 03:36:57,0.288003372,0.268202564,203.884384279
395507:10920,08/06/25 07:37:00,0.322548813,0.301628765,204.186013044
395517:10921,08/06/25 17:14:28,0.352094690,0.330977083,204.516990127
395521:10921,08/07/25 00:02:18,0.024701104,0.021273429,204.538263556
395523:10921,08/07/25 00:48:31,0.012074548,0.011078126,204.549341682
395524:10921,08/07/25 01:26:38,0.233327900,0.219220142,204.768561824
395525:10921,08/07/25 04:38:24,0.085652432,0.081559960,204.850121784
395549:10922,08/07/25 09:25:39,0.079129170,0.072465177,204.922586961
395550:10922,08/07/25 10:31:16,0.032694138,0.029250193,204.951837154
395551:10922,08/07/25 11:00:08,0.032750633,0.027822896,204.979660050
395552:10922,08/07/25 11:28:47,0.035672956,0.032292253,205.011952303
395601:10926,08/08/25 11:05:01,0.004976886,0.003651756,205.015604059
395602:10926,08/08/25 11:13:33,0.013682558,0.011538653,205.027142712
395603:10926,08/08/25 11:31:36,0.016549480,0.014100383,205.041243095
395606:10926,08/08/25 12:00:47,0.235477730,0.217675052,205.258918147
395607:10926,08/08/25 15:08:06,0.117727794,0.110039748,205.368957895
395608:10926,08/08/25 16:49:05,0.223117199,0.206406390,205.575364285
